,sentences,paragraph
1162,"Why has it all got
to come through Miss Baker?”",556
1163,"“Oh, it’s nothing underhand,” he assured me.",557
1164,"“Miss Baker’s a great
sportswoman, you know, and she’d never do anything that wasn’t all
right.”",557
1165,"Suddenly he looked at his watch, jumped up, and hurried from the room,
leaving me with Mr. Wolfshiem at the table.",558
1166,"“He has to telephone,” said Mr. Wolfshiem, following him with his
eyes.",559
1167,"“Fine fellow, isn’t he?",559
1168,"Handsome to look at and a perfect
gentleman.”",559
1169,“Yes.”,560
1170,“He’s an Oggsford man.”,561
1171,“Oh!”,562
1172,“He went to Oggsford College in England.,563
1173,You know Oggsford College?”,563
1174,“I’ve heard of it.”,564
1175,“It’s one of the most famous colleges in the world.”,565
1176,“Have you known Gatsby for a long time?” I inquired.,566
1177,"“Several years,” he answered in a gratified way.",567
1178,"“I made the pleasure
of his acquaintance just after the war.",567
1179,"But I knew I had discovered a
man of fine breeding after I talked with him an hour.",567
1180,"I said to
myself: ‘There’s the kind of man you’d like to take home and introduce
to your mother and sister.’ ” He paused.",567
1181,"“I see you’re looking at my
cuff buttons.”",567
1182,"I hadn’t been looking at them, but I did now.",568
1183,"They were composed of
oddly familiar pieces of ivory.",568
1184,"“Finest specimens of human molars,” he informed me.",569
1185,“Well!” I inspected them.,570
1186,“That’s a very interesting idea.”,570
1187,“Yeah.” He flipped his sleeves up under his coat.,571
1188,"“Yeah, Gatsby’s very
careful about women.",571
1189,"He would never so much as look at a friend’s
wife.”",571
1190,"When the subject of this instinctive trust returned to the table and
sat down Mr. Wolfshiem drank his coffee with a jerk and got to his
feet.",572
1191,"“I have enjoyed my lunch,” he said, “and I’m going to run off from you
two young men before I outstay my welcome.”",573
1192,"“Don’t hurry Meyer,” said Gatsby, without enthusiasm.",574
1193,"Mr. Wolfshiem
raised his hand in a sort of benediction.",574
1194,"“You’re very polite, but I belong to another generation,” he announced
solemnly.",575
1195,"“You sit here and discuss your sports and your young ladies
and your—” He supplied an imaginary noun with another wave of his
hand.",575
1196,"“As for me, I am fifty years old, and I won’t impose myself on
you any longer.”",575
1197,As he shook hands and turned away his tragic nose was trembling.,576
1198,"I
wondered if I had said anything to offend him.",576
1199,"“He becomes very sentimental sometimes,” explained Gatsby.",577
1200,"“This is
one of his sentimental days.",577
1201,"He’s quite a character around New York—a
denizen of Broadway.”",577
1202,"“Who is he, anyhow, an actor?”",578
1203,“No.”,579
1204,“A dentist?”,580
1205,“Meyer Wolfshiem?,581
1206,"No, he’s a gambler.” Gatsby hesitated, then added,
coolly: “He’s the man who fixed the World’s Series back in 1919.”",581
1207,“Fixed the World’s Series?” I repeated.,582
1208,The idea staggered me.,583
1209,"I remembered, of course, that the World’s
Series had been fixed in 1919, but if I had thought of it at all I
would have thought of it as a thing that merely happened, the end of
some inevitable chain.",583
1210,"It never occurred to me that one man could
start to play with the faith of fifty million people—with the
single-mindedness of a burglar blowing a safe.",583
1211,“How did he happen to do that?” I asked after a minute.,584
1212,“He just saw the opportunity.”,585
1213,“Why isn’t he in jail?”,586
1214,"“They can’t get him, old sport.",587
1215,He’s a smart man.”,587
1216,I insisted on paying the check.,588
1217,"As the waiter brought my change I
caught sight of Tom Buchanan across the crowded room.",588
1218,"“Come along with me for a minute,” I said; “I’ve got to say hello to
someone.”",589
1219,"When he saw us Tom jumped up and took half a dozen steps in our
direction.",590
1220,“Where’ve you been?” he demanded eagerly.,591
1221,"“Daisy’s furious because you
haven’t called up.”",591
1222,"“This is Mr. Gatsby, Mr. Buchanan.”",592
1223,"They shook hands briefly, and a strained, unfamiliar look of
embarrassment came over Gatsby’s face.",593
1224,"“How’ve you been, anyhow?” demanded Tom of me.",594
1225,"“How’d you happen to
come up this far to eat?”",594
1226,“I’ve been having lunch with Mr. Gatsby.”,595
1227,"I turned toward Mr. Gatsby, but he was no longer there.",596
1228,One October day in nineteen-seventeen—,598
1229,"(said Jordan Baker that afternoon, sitting up very straight on a
straight chair in the tea-garden at the Plaza Hotel)",599
1230,"—I was walking along from one place to another, half on the sidewalks
and half on the lawns.",600
1231,"I was happier on the lawns because I had on
shoes from England with rubber knobs on the soles that bit into the
soft ground.",600
1232,"I had on a new plaid skirt also that blew a little in the
wind, and whenever this happened the red, white, and blue banners in
front of all the houses stretched out stiff and said tut-tut-tut-tut,
in a disapproving way.",600
1233,"The largest of the banners and the largest of the lawns belonged to
Daisy Fay’s house.",601
1234,"She was just eighteen, two years older than me, and
by far the most popular of all the young girls in Louisville.",601
1235,"She
dressed in white, and had a little white roadster, and all day long
the telephone rang in her house and excited young officers from Camp
Taylor demanded the privilege of monopolizing her that
night.",601
1236,"“Anyways, for an hour!”",601
1237,"When I came opposite her house that morning her white roadster was
beside the kerb, and she was sitting in it with a lieutenant I had
never seen before.",602
1238,"They were so engrossed in each other that she
didn’t see me until I was five feet away.",602
1239,"“Hello, Jordan,” she called unexpectedly.",603
1240,“Please come here.”,603
1241,"I was flattered that she wanted to speak to me, because of all the
older girls I admired her most.",604
1242,"She asked me if I was going to the Red
Cross to make bandages.",604
1243,I was.,604
1244,"Well, then, would I tell them that she
couldn’t come that day?",604
1245,"The officer looked at Daisy while she was
speaking, in a way that every young girl wants to be looked at
sometime, and because it seemed romantic to me I have remembered the
incident ever since.",604
1246,"His name was Jay Gatsby, and I didn’t lay eyes on
him again for over four years—even after I’d met him on Long Island I
didn’t realize it was the same man.",604
1247,That was nineteen-seventeen.,605
1248,"By the next year I had a few beaux
myself, and I began to play in tournaments, so I didn’t see Daisy very
often.",605
1249,"She went with a slightly older crowd—when she went with anyone
at all.",605
1250,"Wild rumours were circulating about her—how her mother had
found her packing her bag one winter night to go to New York and say
goodbye to a soldier who was going overseas.",605
1251,"She was effectually
prevented, but she wasn’t on speaking terms with her family for
several weeks.",605
1252,"After that she didn’t play around with the soldiers any
more, but only with a few flat-footed, shortsighted young men in town,
who couldn’t get into the army at all.",605
