,lines,paragraph
2456,have never known.”,617
2457,"“I have known everything,” said Lord Henry, with a tired look in his",618
2458,"eyes, “but I am always ready for a new emotion. I am afraid, however,",618
2459,"that, for me at any rate, there is no such thing. Still, your wonderful",618
2460,girl may thrill me. I love acting. It is so much more real than life.,618
2461,"Let us go. Dorian, you will come with me. I am so sorry, Basil, but",618
2462,there is only room for two in the brougham. You must follow us in a,618
2463,hansom.”,618
2464,"They got up and put on their coats, sipping their coffee standing. The",619
2465,painter was silent and preoccupied. There was a gloom over him. He,619
2466,"could not bear this marriage, and yet it seemed to him to be better",619
2467,"than many other things that might have happened. After a few minutes,",619
2468,"they all passed downstairs. He drove off by himself, as had been",619
2469,"arranged, and watched the flashing lights of the little brougham in",619
2470,front of him. A strange sense of loss came over him. He felt that,619
2471,Dorian Gray would never again be to him all that he had been in the,619
2472,"past. Life had come between them.... His eyes darkened, and the crowded",619
2473,flaring streets became blurred to his eyes. When the cab drew up at the,619
2474,"theatre, it seemed to him that he had grown years older.",619
2475,CHAPTER VII.,623
2476,"For some reason or other, the house was crowded that night, and the fat",625
2477,Jew manager who met them at the door was beaming from ear to ear with,625
2478,an oily tremulous smile. He escorted them to their box with a sort of,625
2479,"pompous humility, waving his fat jewelled hands and talking at the top",625
2480,of his voice. Dorian Gray loathed him more than ever. He felt as if he,625
2481,"had come to look for Miranda and had been met by Caliban. Lord Henry,",625
2482,"upon the other hand, rather liked him. At least he declared he did, and",625
2483,insisted on shaking him by the hand and assuring him that he was proud,625
2484,to meet a man who had discovered a real genius and gone bankrupt over a,625
2485,poet. Hallward amused himself with watching the faces in the pit. The,625
2486,"heat was terribly oppressive, and the huge sunlight flamed like a",625
2487,monstrous dahlia with petals of yellow fire. The youths in the gallery,625
2488,had taken off their coats and waistcoats and hung them over the side.,625
2489,They talked to each other across the theatre and shared their oranges,625
2490,with the tawdry girls who sat beside them. Some women were laughing in,625
2491,the pit. Their voices were horribly shrill and discordant. The sound of,625
2492,the popping of corks came from the bar.,625
2493,“What a place to find one’s divinity in!” said Lord Henry.,626
2494,"“Yes!” answered Dorian Gray. “It was here I found her, and she is",627
2495,"divine beyond all living things. When she acts, you will forget",627
2496,"everything. These common rough people, with their coarse faces and",627
2497,"brutal gestures, become quite different when she is on the stage. They",627
2498,sit silently and watch her. They weep and laugh as she wills them to,627
2499,"do. She makes them as responsive as a violin. She spiritualizes them,",627
2500,and one feels that they are of the same flesh and blood as one’s self.”,627
2501,"“The same flesh and blood as one’s self! Oh, I hope not!” exclaimed",628
2502,"Lord Henry, who was scanning the occupants of the gallery through his",628
2503,opera-glass.,628
2504,"“Don’t pay any attention to him, Dorian,” said the painter. “I",629
2505,"understand what you mean, and I believe in this girl. Any one you love",629
2506,"must be marvellous, and any girl who has the effect you describe must",629
2507,be fine and noble. To spiritualize one’s age—that is something worth,629
2508,doing. If this girl can give a soul to those who have lived without,629
2509,"one, if she can create the sense of beauty in people whose lives have",629
2510,"been sordid and ugly, if she can strip them of their selfishness and",629
2511,"lend them tears for sorrows that are not their own, she is worthy of",629
2512,"all your adoration, worthy of the adoration of the world. This marriage",629
2513,"is quite right. I did not think so at first, but I admit it now. The",629
2514,gods made Sibyl Vane for you. Without her you would have been,629
2515,incomplete.”,629
2516,"“Thanks, Basil,” answered Dorian Gray, pressing his hand. “I knew that",630
2517,"you would understand me. Harry is so cynical, he terrifies me. But here",630
2518,"is the orchestra. It is quite dreadful, but it only lasts for about",630
2519,"five minutes. Then the curtain rises, and you will see the girl to whom",630
2520,"I am going to give all my life, to whom I have given everything that is",630
2521,good in me.”,630
2522,"A quarter of an hour afterwards, amidst an extraordinary turmoil of",631
2523,"applause, Sibyl Vane stepped on to the stage. Yes, she was certainly",631
2524,"lovely to look at—one of the loveliest creatures, Lord Henry thought,",631
2525,that he had ever seen. There was something of the fawn in her shy grace,631
2526,"and startled eyes. A faint blush, like the shadow of a rose in a mirror",631
2527,"of silver, came to her cheeks as she glanced at the crowded",631
2528,enthusiastic house. She stepped back a few paces and her lips seemed to,631
2529,tremble. Basil Hallward leaped to his feet and began to applaud.,631
2530,"Motionless, and as one in a dream, sat Dorian Gray, gazing at her. Lord",631
2531,"Henry peered through his glasses, murmuring, “Charming! charming!”",631
2532,"The scene was the hall of Capulet’s house, and Romeo in his pilgrim’s",632
2533,"dress had entered with Mercutio and his other friends. The band, such",632
2534,"as it was, struck up a few bars of music, and the dance began. Through",632
2535,"the crowd of ungainly, shabbily dressed actors, Sibyl Vane moved like a",632
2536,"creature from a finer world. Her body swayed, while she danced, as a",632
2537,plant sways in the water. The curves of her throat were the curves of a,632
2538,white lily. Her hands seemed to be made of cool ivory.,632
2539,Yet she was curiously listless. She showed no sign of joy when her eyes,633
2540,rested on Romeo. The few words she had to speak—,633
2541,"Good pilgrim, you do wrong your hand too much,",634
2542,    Which mannerly devotion shows in this;,634
2543,"For saints have hands that pilgrims’ hands do touch,",634
2544,    And palm to palm is holy palmers’ kiss—,634
2545,"with the brief dialogue that follows, were spoken in a thoroughly",636
2546,"artificial manner. The voice was exquisite, but from the point of view",636
2547,of tone it was absolutely false. It was wrong in colour. It took away,636
2548,all the life from the verse. It made the passion unreal.,636
2549,Dorian Gray grew pale as he watched her. He was puzzled and anxious.,637
2550,Neither of his friends dared to say anything to him. She seemed to them,637
2551,to be absolutely incompetent. They were horribly disappointed.,637
2552,Yet they felt that the true test of any Juliet is the balcony scene of,638
2553,"the second act. They waited for that. If she failed there, there was",638
2554,nothing in her.,638
2555,She looked charming as she came out in the moonlight. That could not be,639
2556,"denied. But the staginess of her acting was unbearable, and grew worse",639
2557,as she went on. Her gestures became absurdly artificial. She,639
