,lines,paragraph
1280,"despatched to Longbourn, to acquaint the family with her stay, and bring",326
1281,back a supply of clothes.,326
1282,[Illustration:,327
1283,“The Apothecary came”,328
1284,],328
1285,[Illustration:,332
1286,“covering a screen”,333
1287,],333
1288,CHAPTER VIII.,337
1289,[Illustration],339
1290,"At five o’clock the two ladies retired to dress, and at half-past six",340
1291,Elizabeth was summoned to dinner. To the civil inquiries which then,340
1292,"poured in, and amongst which she had the pleasure of distinguishing the",340
1293,"much superior solicitude of Mr. Bingley, she could not make a very",340
1294,"favourable answer. Jane was by no means better. The sisters, on hearing",340
1295,"this, repeated three or four times how much they were grieved, how",340
1296,"shocking it was to have a bad cold, and how excessively they disliked",340
1297,being ill themselves; and then thought no more of the matter: and their,340
1298,"indifference towards Jane, when not immediately before them, restored",340
1299,Elizabeth to the enjoyment of all her original dislike.,340
1300,"Their brother, indeed, was the only one of the party whom she could",341
1301,"regard with any complacency. His anxiety for Jane was evident, and his",341
1302,attentions to herself most pleasing; and they prevented her feeling,341
1303,herself so much an intruder as she believed she was considered by the,341
1304,others. She had very little notice from any but him. Miss Bingley was,341
1305,"engrossed by Mr. Darcy, her sister scarcely less so; and as for Mr.",341
1306,"Hurst, by whom Elizabeth sat, he was an indolent man, who lived only to",341
1307,"eat, drink, and play at cards, who, when he found her prefer a plain",341
1308,"dish to a ragout, had nothing to say to her.",341
1309,"When dinner was over, she returned directly to Jane, and Miss Bingley",342
1310,began abusing her as soon as she was out of the room. Her manners were,342
1311,"pronounced to be very bad indeed,--a mixture of pride and impertinence:",342
1312,"she had no conversation, no style, no taste, no beauty. Mrs. Hurst",342
1313,"thought the same, and added,--",342
1314,"“She has nothing, in short, to recommend her, but being an excellent",343
1315,walker. I shall never forget her appearance this morning. She really,343
1316,looked almost wild.”,343
1317,"“She did indeed, Louisa. I could hardly keep my countenance. Very",344
1318,nonsensical to come at all! Why must _she_ be scampering about the,344
1319,"country, because her sister had a cold? Her hair so untidy, so blowzy!”",344
1320,"“Yes, and her petticoat; I hope you saw her petticoat, six inches deep",345
1321,"in mud, I am absolutely certain, and the gown which had been let down to",345
1322,hide it not doing its office.”,345
1323,"“Your picture may be very exact, Louisa,” said Bingley; “but this was",346
1324,all lost upon me. I thought Miss Elizabeth Bennet looked remarkably well,346
1325,when she came into the room this morning. Her dirty petticoat quite,346
1326,escaped my notice.”,346
1327,"“_You_ observed it, Mr. Darcy, I am sure,” said Miss Bingley; “and I am",347
1328,inclined to think that you would not wish to see _your sister_ make such,347
1329,an exhibition.”,347
1330,“Certainly not.”,348
1331,"“To walk three miles, or four miles, or five miles, or whatever it is,",349
1332,"above her ancles in dirt, and alone, quite alone! what could she mean by",349
1333,"it? It seems to me to show an abominable sort of conceited independence,",349
1334,a most country-town indifference to decorum.”,349
1335,"“It shows an affection for her sister that is very pleasing,” said",350
1336,Bingley.,350
1337,"“I am afraid, Mr. Darcy,” observed Miss Bingley, in a half whisper,",351
1338,“that this adventure has rather affected your admiration of her fine,351
1339,eyes.”,351
1340,"“Not at all,” he replied: “they were brightened by the exercise.” A",352
1341,"short pause followed this speech, and Mrs. Hurst began again,--",352
1342,"“I have an excessive regard for Jane Bennet,--she is really a very sweet",353
1343,"girl,--and I wish with all my heart she were well settled. But with such",353
1344,"a father and mother, and such low connections, I am afraid there is no",353
1345,chance of it.”,353
1346,“I think I have heard you say that their uncle is an attorney in,354
1347,Meryton?”,354
1348,"“Yes; and they have another, who lives somewhere near Cheapside.”",355
1349,"“That is capital,” added her sister; and they both laughed heartily.",356
1350,"“If they had uncles enough to fill _all_ Cheapside,” cried Bingley, “it",357
1351,would not make them one jot less agreeable.”,357
1352,“But it must very materially lessen their chance of marrying men of any,358
1353,"consideration in the world,” replied Darcy.",358
1354,To this speech Bingley made no answer; but his sisters gave it their,359
1355,"hearty assent, and indulged their mirth for some time at the expense of",359
1356,their dear friend’s vulgar relations.,359
1357,"With a renewal of tenderness, however, they repaired to her room on",360
1358,"leaving the dining-parlour, and sat with her till summoned to coffee.",360
1359,"She was still very poorly, and Elizabeth would not quit her at all, till",360
1360,"late in the evening, when she had the comfort of seeing her asleep, and",360
1361,when it appeared to her rather right than pleasant that she should go,360
1362,"down stairs herself. On entering the drawing-room, she found the whole",360
1363,"party at loo, and was immediately invited to join them; but suspecting",360
1364,"them to be playing high, she declined it, and making her sister the",360
1365,"excuse, said she would amuse herself, for the short time she could stay",360
1366,"below, with a book. Mr. Hurst looked at her with astonishment.",360
1367,“Do you prefer reading to cards?” said he; “that is rather singular.”,361
1368,"“Miss Eliza Bennet,” said Miss Bingley, “despises cards. She is a great",362
1369,"reader, and has no pleasure in anything else.”",362
1370,"“I deserve neither such praise nor such censure,” cried Elizabeth; “I",363
1371,"am _not_ a great reader, and I have pleasure in many things.”",363
1372,"“In nursing your sister I am sure you have pleasure,” said Bingley; “and",364
1373,I hope it will soon be increased by seeing her quite well.”,364
1374,"Elizabeth thanked him from her heart, and then walked towards a table",365
1375,where a few books were lying. He immediately offered to fetch her,365
1376,others; all that his library afforded.,365
1377,“And I wish my collection were larger for your benefit and my own,366
1378,"credit; but I am an idle fellow; and though I have not many, I have more",366
1379,than I ever looked into.”,366
1380,Elizabeth assured him that she could suit herself perfectly with those,367
1381,in the room.,367
1382,"“I am astonished,” said Miss Bingley, “that my father should have left",368
